ID,Food Name,Category,Match Type,Requires Custom Manual Match,Confidence Score,Current Verified Image URL,Attribution,Google Images Search Link,Excel HYPERLINK Formula
"snake_gourd","Snake Gourd","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Tender Fresh Snake Gourd","https://www.google.com/search?q=Snake%20Gourd%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Snake%20Gourd%20food&tbm=isch"", ""View Image"")"
"snake_gourd_var_1661","Fresh Organic Snake Gourd","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Tender Fresh Snake Gourd","https://www.google.com/search?q=Fresh%20Organic%20Snake%20Gourd%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Fresh%20Organic%20Snake%20Gourd%20food&tbm=isch"", ""View Image"")"
"snake_gourd_var_1662","Sun-Dried Snake Gourd (Dried)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Tender Fresh Snake Gourd","https://www.google.com/search?q=Sun-Dried%20Snake%20Gourd%20(Dried)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Sun-Dried%20Snake%20Gourd%20(Dried)%20food&tbm=isch"", ""View Image"")"
"snake_gourd_var_1663","Himalayan Grade Snake Gourd (Special)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Tender Fresh Snake Gourd","https://www.google.com/search?q=Himalayan%20Grade%20Snake%20Gourd%20(Special)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Himalayan%20Grade%20Snake%20Gourd%20(Special)%20food&tbm=isch"", ""View Image"")"
"snake_gourd_var_1664","South Indian Snake Gourd (Traditional)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Tender Fresh Snake Gourd","https://www.google.com/search?q=South%20Indian%20Snake%20Gourd%20(Traditional)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=South%20Indian%20Snake%20Gourd%20(Traditional)%20food&tbm=isch"", ""View Image"")"
"snake_gourd_var_1665","North Indian Style Snake Gourd (Spiced)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Tender Fresh Snake Gourd","https://www.google.com/search?q=North%20Indian%20Style%20Snake%20Gourd%20(Spiced)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=North%20Indian%20Style%20Snake%20Gourd%20(Spiced)%20food&tbm=isch"", ""View Image"")"
"snake_gourd_var_1666","Mediterranean Classic Snake Gourd (Imported)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Tender Fresh Snake Gourd","https://www.google.com/search?q=Mediterranean%20Classic%20Snake%20Gourd%20(Imported)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Mediterranean%20Classic%20Snake%20Gourd%20(Imported)%20food&tbm=isch"", ""View Image"")"
"snake_gourd_var_1667","Asian Specialty Snake Gourd (Select)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Tender Fresh Snake Gourd","https://www.google.com/search?q=Asian%20Specialty%20Snake%20Gourd%20(Select)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Asian%20Specialty%20Snake%20Gourd%20(Select)%20food&tbm=isch"", ""View Image"")"
"snake_gourd_var_1668","European Heirloom Snake Gourd (Artisanal)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Tender Fresh Snake Gourd","https://www.google.com/search?q=European%20Heirloom%20Snake%20Gourd%20(Artisanal)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=European%20Heirloom%20Snake%20Gourd%20(Artisanal)%20food&tbm=isch"", ""View Image"")"
"snake_gourd_var_1669","Farm-Fresh Premium Snake Gourd (A-Grade)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Tender Fresh Snake Gourd","https://www.google.com/search?q=Farm-Fresh%20Premium%20Snake%20Gourd%20(A-Grade)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Farm-Fresh%20Premium%20Snake%20Gourd%20(A-Grade)%20food&tbm=isch"", ""View Image"")"
"snake_gourd_var_1670","Wild-Harvested Snake Gourd (Pure)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Tender Fresh Snake Gourd","https://www.google.com/search?q=Wild-Harvested%20Snake%20Gourd%20(Pure)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Wild-Harvested%20Snake%20Gourd%20(Pure)%20food&tbm=isch"", ""View Image"")"
"ash_gourd__petha_","Ash Gourd (Petha)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Traditional Asian Ash Gourd (Winter Melon)","https://www.google.com/search?q=Ash%20Gourd%20(Petha)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Ash%20Gourd%20(Petha)%20food&tbm=isch"", ""View Image"")"
"ash_gourd__petha__var_1671","Fresh Organic Ash Gourd (Petha)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Traditional Asian Ash Gourd (Winter Melon)","https://www.google.com/search?q=Fresh%20Organic%20Ash%20Gourd%20(Petha)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Fresh%20Organic%20Ash%20Gourd%20(Petha)%20food&tbm=isch"", ""View Image"")"
"ash_gourd__petha__var_1672","Sun-Dried Ash Gourd (Petha) (Dried)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Traditional Asian Ash Gourd (Winter Melon)","https://www.google.com/search?q=Sun-Dried%20Ash%20Gourd%20(Petha)%20(Dried)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Sun-Dried%20Ash%20Gourd%20(Petha)%20(Dried)%20food&tbm=isch"", ""View Image"")"
"ash_gourd__petha__var_1673","Himalayan Grade Ash Gourd (Petha) (Special)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Traditional Asian Ash Gourd (Winter Melon)","https://www.google.com/search?q=Himalayan%20Grade%20Ash%20Gourd%20(Petha)%20(Special)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Himalayan%20Grade%20Ash%20Gourd%20(Petha)%20(Special)%20food&tbm=isch"", ""View Image"")"
"ash_gourd__petha__var_1674","South Indian Ash Gourd (Petha) (Traditional)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Traditional Asian Ash Gourd (Winter Melon)","https://www.google.com/search?q=South%20Indian%20Ash%20Gourd%20(Petha)%20(Traditional)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=South%20Indian%20Ash%20Gourd%20(Petha)%20(Traditional)%20food&tbm=isch"", ""View Image"")"
"ash_gourd__petha__var_1675","North Indian Style Ash Gourd (Petha) (Spiced)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Traditional Asian Ash Gourd (Winter Melon)","https://www.google.com/search?q=North%20Indian%20Style%20Ash%20Gourd%20(Petha)%20(Spiced)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=North%20Indian%20Style%20Ash%20Gourd%20(Petha)%20(Spiced)%20food&tbm=isch"", ""View Image"")"
"ash_gourd__petha__var_1676","Mediterranean Classic Ash Gourd (Petha) (Imported)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Traditional Asian Ash Gourd (Winter Melon)","https://www.google.com/search?q=Mediterranean%20Classic%20Ash%20Gourd%20(Petha)%20(Imported)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Mediterranean%20Classic%20Ash%20Gourd%20(Petha)%20(Imported)%20food&tbm=isch"", ""View Image"")"
"ash_gourd__petha__var_1677","Asian Specialty Ash Gourd (Petha) (Select)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Traditional Asian Ash Gourd (Winter Melon)","https://www.google.com/search?q=Asian%20Specialty%20Ash%20Gourd%20(Petha)%20(Select)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Asian%20Specialty%20Ash%20Gourd%20(Petha)%20(Select)%20food&tbm=isch"", ""View Image"")"
"ash_gourd__petha__var_1678","European Heirloom Ash Gourd (Petha) (Artisanal)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Traditional Asian Ash Gourd (Winter Melon)","https://www.google.com/search?q=European%20Heirloom%20Ash%20Gourd%20(Petha)%20(Artisanal)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=European%20Heirloom%20Ash%20Gourd%20(Petha)%20(Artisanal)%20food&tbm=isch"", ""View Image"")"
"ash_gourd__petha__var_1679","Farm-Fresh Premium Ash Gourd (Petha) (A-Grade)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Traditional Asian Ash Gourd (Winter Melon)","https://www.google.com/search?q=Farm-Fresh%20Premium%20Ash%20Gourd%20(Petha)%20(A-Grade)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Farm-Fresh%20Premium%20Ash%20Gourd%20(Petha)%20(A-Grade)%20food&tbm=isch"", ""View Image"")"
"ash_gourd__petha__var_1680","Wild-Harvested Ash Gourd (Petha) (Pure)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1592417817098-8f3d6eb2251a?auto=format&fit=crop&w=800&q=80","Wikimedia / Traditional Asian Ash Gourd (Winter Melon)","https://www.google.com/search?q=Wild-Harvested%20Ash%20Gourd%20(Petha)%20(Pure)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Wild-Harvested%20Ash%20Gourd%20(Petha)%20(Pure)%20food&tbm=isch"", ""View Image"")"
"drumstick__moringa_pods_","Drumstick (Moringa Pods)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=Drumstick%20(Moringa%20Pods)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Drumstick%20(Moringa%20Pods)%20food&tbm=isch"", ""View Image"")"
"drumstick__moringa_pods__var_1681","Fresh Organic Drumstick (Moringa Pods)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=Fresh%20Organic%20Drumstick%20(Moringa%20Pods)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Fresh%20Organic%20Drumstick%20(Moringa%20Pods)%20food&tbm=isch"", ""View Image"")"
"drumstick__moringa_pods__var_1682","Sun-Dried Drumstick (Moringa Pods) (Dried)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=Sun-Dried%20Drumstick%20(Moringa%20Pods)%20(Dried)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Sun-Dried%20Drumstick%20(Moringa%20Pods)%20(Dried)%20food&tbm=isch"", ""View Image"")"
"drumstick__moringa_pods__var_1683","Himalayan Grade Drumstick (Moringa Pods) (Special)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=Himalayan%20Grade%20Drumstick%20(Moringa%20Pods)%20(Special)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Himalayan%20Grade%20Drumstick%20(Moringa%20Pods)%20(Special)%20food&tbm=isch"", ""View Image"")"
"drumstick__moringa_pods__var_1684","South Indian Drumstick (Moringa Pods) (Traditional)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=South%20Indian%20Drumstick%20(Moringa%20Pods)%20(Traditional)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=South%20Indian%20Drumstick%20(Moringa%20Pods)%20(Traditional)%20food&tbm=isch"", ""View Image"")"
"drumstick__moringa_pods__var_1685","North Indian Style Drumstick (Moringa Pods) (Spiced)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=North%20Indian%20Style%20Drumstick%20(Moringa%20Pods)%20(Spiced)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=North%20Indian%20Style%20Drumstick%20(Moringa%20Pods)%20(Spiced)%20food&tbm=isch"", ""View Image"")"
"drumstick__moringa_pods__var_1686","Mediterranean Classic Drumstick (Moringa Pods) (Imported)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=Mediterranean%20Classic%20Drumstick%20(Moringa%20Pods)%20(Imported)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Mediterranean%20Classic%20Drumstick%20(Moringa%20Pods)%20(Imported)%20food&tbm=isch"", ""View Image"")"
"drumstick__moringa_pods__var_1687","Asian Specialty Drumstick (Moringa Pods) (Select)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=Asian%20Specialty%20Drumstick%20(Moringa%20Pods)%20(Select)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Asian%20Specialty%20Drumstick%20(Moringa%20Pods)%20(Select)%20food&tbm=isch"", ""View Image"")"
"drumstick__moringa_pods__var_1688","European Heirloom Drumstick (Moringa Pods) (Artisanal)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=European%20Heirloom%20Drumstick%20(Moringa%20Pods)%20(Artisanal)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=European%20Heirloom%20Drumstick%20(Moringa%20Pods)%20(Artisanal)%20food&tbm=isch"", ""View Image"")"
"drumstick__moringa_pods__var_1689","Farm-Fresh Premium Drumstick (Moringa Pods) (A-Grade)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=Farm-Fresh%20Premium%20Drumstick%20(Moringa%20Pods)%20(A-Grade)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Farm-Fresh%20Premium%20Drumstick%20(Moringa%20Pods)%20(A-Grade)%20food&tbm=isch"", ""View Image"")"
"drumstick__moringa_pods__var_1690","Wild-Harvested Drumstick (Moringa Pods) (Pure)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=Wild-Harvested%20Drumstick%20(Moringa%20Pods)%20(Pure)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Wild-Harvested%20Drumstick%20(Moringa%20Pods)%20(Pure)%20food&tbm=isch"", ""View Image"")"
"moringa_leaves","Moringa Leaves","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=Moringa%20Leaves%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Moringa%20Leaves%20food&tbm=isch"", ""View Image"")"
"moringa_leaves_var_1691","Fresh Organic Moringa Leaves","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=Fresh%20Organic%20Moringa%20Leaves%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Fresh%20Organic%20Moringa%20Leaves%20food&tbm=isch"", ""View Image"")"
"moringa_leaves_var_1692","Sun-Dried Moringa Leaves (Dried)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=Sun-Dried%20Moringa%20Leaves%20(Dried)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Sun-Dried%20Moringa%20Leaves%20(Dried)%20food&tbm=isch"", ""View Image"")"
"moringa_leaves_var_1693","Himalayan Grade Moringa Leaves (Special)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=Himalayan%20Grade%20Moringa%20Leaves%20(Special)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Himalayan%20Grade%20Moringa%20Leaves%20(Special)%20food&tbm=isch"", ""View Image"")"
"moringa_leaves_var_1694","South Indian Moringa Leaves (Traditional)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=South%20Indian%20Moringa%20Leaves%20(Traditional)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=South%20Indian%20Moringa%20Leaves%20(Traditional)%20food&tbm=isch"", ""View Image"")"
"moringa_leaves_var_1695","North Indian Style Moringa Leaves (Spiced)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=North%20Indian%20Style%20Moringa%20Leaves%20(Spiced)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=North%20Indian%20Style%20Moringa%20Leaves%20(Spiced)%20food&tbm=isch"", ""View Image"")"
"moringa_leaves_var_1696","Mediterranean Classic Moringa Leaves (Imported)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=Mediterranean%20Classic%20Moringa%20Leaves%20(Imported)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Mediterranean%20Classic%20Moringa%20Leaves%20(Imported)%20food&tbm=isch"", ""View Image"")"
"moringa_leaves_var_1697","Asian Specialty Moringa Leaves (Select)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=Asian%20Specialty%20Moringa%20Leaves%20(Select)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Asian%20Specialty%20Moringa%20Leaves%20(Select)%20food&tbm=isch"", ""View Image"")"
"moringa_leaves_var_1698","European Heirloom Moringa Leaves (Artisanal)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=European%20Heirloom%20Moringa%20Leaves%20(Artisanal)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=European%20Heirloom%20Moringa%20Leaves%20(Artisanal)%20food&tbm=isch"", ""View Image"")"
"moringa_leaves_var_1699","Farm-Fresh Premium Moringa Leaves (A-Grade)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=Farm-Fresh%20Premium%20Moringa%20Leaves%20(A-Grade)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Farm-Fresh%20Premium%20Moringa%20Leaves%20(A-Grade)%20food&tbm=isch"", ""View Image"")"
"moringa_leaves_var_1700","Wild-Harvested Moringa Leaves (Pure)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Wikimedia / Moringa Oleifera Drumsticks & Leaves","https://www.google.com/search?q=Wild-Harvested%20Moringa%20Leaves%20(Pure)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Wild-Harvested%20Moringa%20Leaves%20(Pure)%20food&tbm=isch"", ""View Image"")"
"zucchini","Zucchini","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Zucchini & Garden Squash","https://www.google.com/search?q=Zucchini%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Zucchini%20food&tbm=isch"", ""View Image"")"
"zucchini_var_1701","Fresh Organic Zucchini","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Zucchini & Garden Squash","https://www.google.com/search?q=Fresh%20Organic%20Zucchini%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Fresh%20Organic%20Zucchini%20food&tbm=isch"", ""View Image"")"
"zucchini_var_1702","Sun-Dried Zucchini (Dried)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Zucchini & Garden Squash","https://www.google.com/search?q=Sun-Dried%20Zucchini%20(Dried)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Sun-Dried%20Zucchini%20(Dried)%20food&tbm=isch"", ""View Image"")"
"zucchini_var_1703","Himalayan Grade Zucchini (Special)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Zucchini & Garden Squash","https://www.google.com/search?q=Himalayan%20Grade%20Zucchini%20(Special)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Himalayan%20Grade%20Zucchini%20(Special)%20food&tbm=isch"", ""View Image"")"
"zucchini_var_1704","South Indian Zucchini (Traditional)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Zucchini & Garden Squash","https://www.google.com/search?q=South%20Indian%20Zucchini%20(Traditional)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=South%20Indian%20Zucchini%20(Traditional)%20food&tbm=isch"", ""View Image"")"
"zucchini_var_1705","North Indian Style Zucchini (Spiced)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Zucchini & Garden Squash","https://www.google.com/search?q=North%20Indian%20Style%20Zucchini%20(Spiced)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=North%20Indian%20Style%20Zucchini%20(Spiced)%20food&tbm=isch"", ""View Image"")"
"zucchini_var_1706","Mediterranean Classic Zucchini (Imported)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Zucchini & Garden Squash","https://www.google.com/search?q=Mediterranean%20Classic%20Zucchini%20(Imported)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Mediterranean%20Classic%20Zucchini%20(Imported)%20food&tbm=isch"", ""View Image"")"
"zucchini_var_1707","Asian Specialty Zucchini (Select)","vegetables","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1590779033100-9f60a05a013d?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Zucchini & Garden Squash","https://www.google.com/search?q=Asian%20Specialty%20Zucchini%20(Select)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Asian%20Specialty%20Zucchini%20(Select)%20food&tbm=isch"", ""View Image"")"
